OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
550,2025/07/10,01578.9,A,CA,A28,FORT BIDWELL,FORT BIDWELL,US,PU,PU,16/34,41.8815093,-120.14649855,41.87146561,-120.14680616,3660,50,GRVL-DIRT,GOOD,NONE,,,,,,,,,,,,,30696.34375,3044.82547560153
551,2025/07/10,01583.,A,CA,A30,SCOTT VALLEY,FORT JONES,US,PU,PU,16/34,41.56285,-122.85537777,41.55271388,-122.85453888,3700,50,ASPH,GOOD,NONE,,,,,,MED,,,12,,,,30724.8125,3062.2665407589
552,2025/07/10,01586.,A,CA,FOT,ROHNERVILLE,FORTUNA,US,PU,PU,11/29,40.55728619,-124.13837063,40.55059636,-124.12694122,4004,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/08/08,30,,,,64495.640625,3292.46241328956
553,2025/07/10,01588.,A,CA,F72,FRANKLIN FLD,FRANKLIN,US,PU,PU,09/27,38.30262458,-121.43458511,38.30057561,-121.42435016,3031,60,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2009/10/12,30,,,,27473.2421875,2398.40524917416
554,2025/07/10,01588.,A,CA,F72,FRANKLIN FLD,FRANKLIN,US,PU,PU,18/36,38.31049325,-121.42780802,38.30217927,-121.43046869,3123,60,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2009/10/12,30,,,,28311.31640625,2478.66545843389
555,2025/07/10,01590.,A,CA,FCH,FRESNO CHANDLER EXEC,FRESNO,US,PU,PU,12/30,36.73502847,-119.82536019,36.72921947,-119.81530544,3627,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/08/27,17,,,,39421.73828125,2816.73730063362
556,2025/07/10,01591.,A,CA,FAT,FRESNO YOSEMITE INTL,FRESNO,US,PU,PU,11L/29R,36.78400166,-119.73008558,36.76883966,-119.70352494,9539,150,ASPH,FAIR,GRVD,75,F,A,X,T,HIGH,3RD PARTY SURVEY,2012/11/15,70,170,250,,207590.92578125,7375.89360240368
557,2025/07/10,01591.,A,CA,FAT,FRESNO YOSEMITE INTL,FRESNO,US,PU,PU,11R/29L,36.78306158,-119.73242141,36.7703345,-119.71012227,8008,150,ASPH,GOOD,GRVD,44,F,A,X,T,MED,3RD PARTY SURVEY,2012/11/15,70,170,250,,174274.51171875,6210.46383562848
558,2025/07/10,01591.5,A,CA,E79,SIERRA SKY PARK,FRESNO,US,PR,PU,12/30,36.84244444,-119.87255277,36.83790833,-119.86625277,2473,50,ASPH,FAIR,NONE,,,,,,LOW,ADO,2012/03/01,,,,,17985.4140625,1924.86241847569
559,2025/07/10,01593.,A,CA,FUL,FULLERTON MUNI,FULLERTON,US,PU,PU,06/24,33.8710575,-117.98480555,33.87298888,-117.97478916,3121,75,ASPH,GOOD,NONE,,,,,,MED,,,12.5,,,,31622.578125,2344.63717595467
560,2025/07/10,01599.1,A,CA,O16,GARBERVILLE,GARBERVILLE,US,PU,PU,18/36,40.08909458,-123.81270127,40.08177777,-123.81559166,2783,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2021/08/23,30,,,,33194.85546875,2284.00044754445
561,2025/07/10,01606.,A,CA,0O9,WARD FLD,GASQUET,US,PU,PU,06/24,41.84496388,-123.99021111,41.8462,-123.97936111,2990,50,ASPH,GOOD,NONE,,,,,,,,,12,,,,25050.6796875,2484.72358496186
562,2025/07/10,01608.7,A,CA,E36,GEORGETOWN,GEORGETOWN,US,PU,PU,16/34,38.92520163,-120.86469533,38.91702427,-120.86489641,2979,62,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/02/10,22,,,,28387.4609375,2389.00991503763
563,2025/07/10,01622.,A,CA,CL46,QUAIL LAKE SKY PARK,GORMAN/LANCASTER,US,PR,PR,08/26,34.76852777,-118.73789444,34.76715713,-118.72770766,3100,40,ASPH,,NONE,,,,,,,ADO,2024/01/23,,,,,17111.5703125,2327.9783245377
564,2025/07/10,01625.2,A,CA,09CL,ALTA SIERRA,GRASS VALLEY,US,PR,PR,01/19,39.1085758,-121.05740152,39.1155513,-121.05297561,2834,50,ASPH,FAIR,NONE,,,,,,,ADO,2016/10/12,12.5,,,,21897.62109375,2270.20688102966
565,2025/07/10,01626.,A,CA,GOO,NEVADA COUNTY,GRASS VALLEY,US,PU,PU,07/25,39.22376,-121.01075625,39.22435972,-120.99434177,4657,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2024/04/16,30,,,,54125.640625,3717.74231115539
566,2025/07/10,01626.01,A,CA,CN86,RIVER HIGHLANDS RANCH,GRASS VALLEY,US,PR,PR,15/33,39.185325,-121.28338055,39.17877777,-121.27967222,2606,75,TURF,,NONE,,,,,,,OWNER,2023/02/02,,,,,30263.6015625,2112.71728678234
567,2025/07/10,01635.11,A,CA,44CL,BALSDON,GRIMES,US,PR,PR,12/30,39.0503,-121.95301388,39.04540833,-121.94776388,2323,30,ASPH,,NONE,,,,,,,ADO,2016/05/24,,,,,10750.92578125,1849.13735462261
568,2025/07/10,01635.13,A,CA,37CN,CECIL RANCH,GRIMES,US,PR,PR,14/32,39.0871878,-121.9137898,39.08314369,-121.91080061,1700,50,TURF-DIRT,,NONE,,,,,,,OWNER,2025/02/26,,,,,13124.08984375,1376.5748901055
569,2025/07/10,01635.61,A,CA,E45,PINE MOUNTAIN LAKE,GROVELAND,US,PU,PU,09/27,37.86340686,-120.1844348,37.85992419,-120.17267675,3624,50,ASPH,GOOD,NONE,,,,,,MED,NGS,2008/09/19,12,,,,27051.2578125,2834.66836121005
570,2025/07/10,01635.85,A,CA,E55,OCEAN RIDGE,GUALALA,US,PR,PU,13/31,38.80451061,-123.53309369,38.79890411,-123.528011,2504,50,ASPH,EXCELLENT,NONE,,,,,,,OWNER,2022/08/08,4,,,,19176.16015625,2000.21762984364
571,2025/07/10,01636.,A,CA,3O1,GUSTINE,GUSTINE,US,PU,PU,18/36,37.264799,-120.96274972,37.25632922,-120.96577333,3207,60,ASPH,POOR,NONE,,,,,,MED,3RD PARTY SURVEY,2011/04/15,12,,,,28272.76171875,2508.99098962267
572,2025/07/10,01638.,A,CA,HAF,HALF MOON BAY,HALF MOON BAY,US,PU,PU,12/30,37.51845044,-122.50704825,37.50842022,-122.49527758,5000,150,ASPH-CONC,FAIR,NONE,,,,,,MED,NGS,2005/12/01,30,200,360,,110927.33984375,3961.58974069312
573,2025/07/10,01641.,A,CA,HJO,HANFORD MUNI,HANFORD,US,PU,PU,14/32,36.32296788,-119.63184769,36.31046325,-119.6234678,5179,75,ASPH,GOOD,NONE,,,,,,MED,AVN,2003/04/10,30,45,,,55691.8046875,3983.43071309599
574,2025/07/10,01645.,A,CA,36S,HAPPY CAMP,HAPPY CAMP,US,PU,PU,04/22,41.78830277,-123.39347777,41.79271944,-123.38418888,3000,50,ASPH,FAIR,NONE,,,,,,,,,30,,,,25097.671875,2493.74315456414
575,2025/07/10,01647.,A,CA,HHR,JACK NORTHROP FLD/HAWTHORNE MUNI,HAWTHORNE,US,PU,PU,07/25,33.92246825,-118.34312275,33.92322747,-118.32705091,4884,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/06/15,30,60,90,,66060.07421875,3657.73906129948
576,2025/07/10,01650.01,A,CA,F62,HAYFORK,HAYFORK,US,PU,PU,07/25,40.54678269,-123.18701436,40.54719775,-123.17227213,4100,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2009/08/27,12.5,,,,39621.20703125,3332.7002303459
577,2025/07/10,01651.,A,CA,HWD,HAYWARD EXEC,HAYWARD,US,PU,PU,10L/28R,37.66247844,-122.12726369,37.65822866,-122.11795213,3108,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2023/07/05,13,,,,34616.64453125,2450.83037302215
578,2025/07/10,01651.,A,CA,HWD,HAYWARD EXEC,HAYWARD,US,PU,PU,10R/28L,37.66204722,-122.1297935,37.654263,-122.11273616,5694,150,ASPH,EXCELLENT,GRVD,,,,,,MED,3RD PARTY SURVEY,2023/07/05,30,75,,,126817.02734375,4499.1356663631
579,2025/07/10,01651.7,A,CA,HES,HEALDSBURG MUNI,HEALDSBURG,US,PU,PU,13/31,38.65587777,-122.90123694,38.64984055,-122.89604611,2652,60,ASPH,GOOD,NONE,,,,,,MED,ADO,2013/01/15,12.5,,,,24273.73828125,2119.98337140261
580,2025/07/10,01654.,A,CA,HMT,HEMET-RYAN,HEMET,US,PU,PU,04/22,33.73397502,-117.024117,33.73649172,-117.01821925,2014,25,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2016/11/13,,,,,6779.45703125,1494.21904073786
581,2025/07/10,01654.,A,CA,HMT,HEMET-RYAN,HEMET,US,PU,PU,05/23,33.73074422,-117.02913802,33.73614527,-117.01650536,4315,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/11/13,80,130,,,58106.875,3235.9349790145
582,2025/07/10,01654.1,A,CA,86CL,ERNST FLD,HEMET,US,PR,PR,02/20,33.59394444,-116.88613333,33.60086666,-116.88085555,2988,35,TURF-DIRT,,NONE,,,,,,,OWNER,2017/11/07,,,,,14040.51953125,2217.45617971628
583,2025/07/10,01661.,A,CA,H37,HERLONG,HERLONG,US,PU,PU,06/24,40.13788055,-120.1857,40.13954722,-120.17424166,3260,40,ASPH,GOOD,NONE,,,,,,,,,4,,,,20757.046875,2628.81072824345
584,2025/07/10,01661.01,A,CA,AHC,AMEDEE AAF,HERLONG,US,MR,PR,09/27,40.26806261,-120.16831055,40.26377361,-120.13291611,10000,150,PEM,,NONE,110,F,C,W,T,,MILITARY,2006/10/26,,,,,239617.1171875,8099.05455711953
585,2025/07/10,01662.,A,CA,L26,HESPERIA,HESPERIA,US,PR,PU,03/21,34.37271666,-117.32006111,34.38116666,-117.31205277,3910,50,ASPH,FAIR,NONE,,,,,,LOW,,,12,,,,26736.3359375,2930.86939389757
586,2025/07/10,01668.,A,CA,CVH,HOLLISTER MUNI,HOLLISTER,US,PU,PU,06/24,36.88972491,-121.413414,36.89241711,-121.40318211,3149,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/05/25,30,45,,,45819.54296875,2474.55618757919
587,2025/07/10,01668.,A,CA,CVH,HOLLISTER MUNI,HOLLISTER,US,PU,PU,13/31,36.90133722,-121.41795597,36.88761519,-121.40455158,6350,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/05/25,30,45,,,92415.7578125,4923.84349207146
588,2025/07/10,01668.11,A,CA,1C9,FRAZIER LAKE AIRPARK,HOLLISTER,US,PR,PU,05/23,36.95167152,-121.46680186,36.95454341,-121.4590283,2500,100,TURF,GOOD,NONE,,,,,,LOW,,,,,,,36447.12890625,1983.16001122387
589,2025/07/10,01668.11,A,CA,1C9,FRAZIER LAKE AIRPARK,HOLLISTER,US,PR,PU,05W/23W,36.95087222,-121.46708055,36.95433055,-121.45776111,3000,60,WATER,GOOD,NONE,,,,,,,,,,,,,26237.296875,2333.5403090508
590,2025/07/10,01671.,A,CA,L04,HOLTVILLE,HOLTVILLE,US,PU,PU,08/26,32.84503055,-115.27826944,32.84486666,-115.25873055,6000,150,CONC,FAILED,NONE,,,,,,,,,30,50,,,118817.4921875,4459.58434672915
591,2025/07/10,01674.,A,CA,O21,HOOPA,HOOPA,US,PU,PU,14/32,41.04453333,-123.66901944,41.038425,-123.66658333,2325,50,ASPH,FAIR,NONE,,,,,,,,,10,,,,19001.45703125,1923.26366241687
592,2025/07/10,01678.,A,CA,H47,HYAMPOM,HYAMPOM,US,PU,PU,14/32,40.62926666,-123.47093888,40.62198333,-123.46604722,2980,60,ASPH,FAIR,NONE,,,,,,MED,,,12,,,,28873.35546875,2446.21723885121
593,2025/07/10,01683.,A,CA,IPL,IMPERIAL COUNTY,IMPERIAL,US,PU,PU,08/26,32.83210444,-115.59012141,32.83211094,-115.57547266,4501,75,ASPH,FAIR,NONE,6,F,D,W,T,MED,3RD PARTY SURVEY,2012/06/29,50,50,,,44531.62109375,3315.99996426127
594,2025/07/10,01683.,A,CA,IPL,IMPERIAL COUNTY,IMPERIAL,US,PU,PU,14/32,32.84251225,-115.57929188,32.82955011,-115.57136452,5308,100,ASPH,FAIR,PFC,26,F,C,W,T,MED,3RD PARTY SURVEY,2012/06/29,60,80,102,130,70042.1796875,3934.13329857649
595,2025/07/10,01683.5,A,CA,NRS,IMPERIAL BEACH NOLF (REAM FLD),IMPERIAL BEACH,US,MN,PR,08/26,32.56696913,-117.1138023,32.56535847,-117.10678177,2241,151,CONC,,NONE,8,R,C,W,T,,MILITARY,2022/07/29,,,,,44387.19921875,1729.52721001029
596,2025/07/10,01683.5,A,CA,NRS,IMPERIAL BEACH NOLF (REAM FLD),IMPERIAL BEACH,US,MN,PR,09/27,32.56794938,-117.12280586,32.56436605,-117.10714463,4998,336,PEM,,NONE,11,F,A,W,T,HIGH,MILITARY,2022/07/29,,,,,220290.58984375,3856.90142636242
597,2025/07/10,01686.,A,CA,2O7,INDEPENDENCE,INDEPENDENCE,US,PU,PU,05/23,36.81628333,-118.2076,36.81780555,-118.20284444,1498,30,DIRT,FAILED,NONE,,,,,,,OWNER,2008/01/29,,,,,6528.546875,1163.172191635
598,2025/07/10,01686.,A,CA,2O7,INDEPENDENCE,INDEPENDENCE,US,PU,PU,14/32,36.82056111,-118.20714722,36.81161388,-118.20247222,3533,60,ASPH,FAIR,NONE,,,,,,MED,OWNER,2008/01/29,20,,,,30789.84375,2742.83445988605
599,2025/07/10,01695.,A,CA,IYK,INYOKERN,INYOKERN,US,PU,PU,02/20,35.64826666,-117.83336944,35.66306111,-117.82253333,6275,75,ASPH,GOOD,NONE,6,F,C,X,U,MED,NGS,1988/03/10,30,50,80,,66361.26953125,4773.61308635848
600,2025/07/10,01695.,A,CA,IYK,INYOKERN,INYOKERN,US,PU,PU,10/28,35.66778333,-117.83507777,35.66289166,-117.82245,4150,75,ASPH,POOR,NONE,7,F,C,Y,U,MED,NGS,1988/03/10,24,,,,43928.51171875,3171.07740335478
601,2025/07/10,01695.,A,CA,IYK,INYOKERN,INYOKERN,US,PU,PU,15/33,35.66706111,-117.83429722,35.64815,-117.82846111,7100,75,ASPH,FAIR,NONE,7,F,C,Y,U,MED,NGS,1988/03/10,24,,,,75086.90625,5398.51517248625
602,2025/07/10,01701.,A,CA,JAQ,WESTOVER FLD AMADOR COUNTY,JACKSON,US,PU,PU,01/19,38.37247386,-120.79613383,38.3811295,-120.79168672,3401,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/06/05,12.5,,,,30888.921875,2696.71361980545
603,2025/07/10,01704.,A,CA,L78,JACUMBA,JACUMBA,US,PU,PU,07/25,32.61544166,-116.16966666,32.61631944,-116.16141111,2562,60,ASPH,GOOD,NONE,,,,,,,ADO,2016/11/30,12,,,,20186.69921875,1896.17918118976
604,2025/07/10,01710.1,A,CA,L05,KERN VALLEY,KERNVILLE,US,PU,PU,17/35,35.73300833,-118.41923888,35.72342222,-118.42018333,3500,50,ASPH,GOOD,NONE,,,,,,,,,,,,,24728.9609375,2674.93679566935
605,2025/07/10,01713.,A,CA,KIC,MESA DEL REY,KING CITY,US,PU,PU,11/29,36.23254933,-121.1270813,36.22455163,-121.11554311,4479,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2017/07/19,12,,,,64074.859375,3462.62203123387
606,2025/07/10,01722.5,A,CA,S51,ANDY MC BETH,KLAMATH GLEN,US,PU,PU,11/29,41.5141,-123.99910277,41.50998055,-123.99226111,2400,50,ASPH,FAIR,NONE,,,,,,,,,12,,,,19906.19140625,1995.30540093544
607,2025/07/10,01729.,A,CA,CN19,LAS SERPIENTES,KNIGHTSEN,US,PR,PR,16/34,37.93826388,-121.612825,37.93304166,-121.61285833,1900,75,TURF,,NONE,,,,,,HIGH,OWNER,2004/05/06,,,,,21337.03515625,1532.07042224325
608,2025/07/10,01740.5,A,CA,CA89,SKYLARK,LAKE ELSINORE,US,PR,PR,11L/29R,33.63581111,-117.30446666,33.63138333,-117.29786666,2575,100,GRVL-DIRT,EXCELLENT,NONE,,,,,,,OWNER,2020/04/15,,,,,34603.77734375,1960.42419006016
609,2025/07/10,01740.5,A,CA,CA89,SKYLARK,LAKE ELSINORE,US,PR,PR,11R/29L,33.63468888,-117.30543611,33.63008333,-117.29847777,2701,100,GRVL-DIRT,EXCELLENT,NONE,,,,,,,OWNER,2020/04/15,,,,,36290.9609375,2052.40577247097
610,2025/07/10,01743.,A,CA,1O2,LAMPSON FLD,LAKEPORT,US,PU,PU,10/28,38.9930095,-122.90624963,38.98820094,-122.89518577,3600,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2009/11/21,30,,,,33260.85546875,2869.33589823207
611,2025/07/10,01754.2,A,CA,WJF,GENERAL WM J FOX AIRFIELD,LANCASTER,US,PU,PU,06/24,34.738002,-118.2300393,34.74409472,-118.20724033,7201,150,ASPH,GOOD,RFSC,,,,,,MED,NGS,2005/12/15,50,68,117,,148937.2109375,5449.2274879864
612,2025/07/10,01757.,A,CA,POC,BRACKETT FLD,LA VERNE,US,PU,PU,08L/26R,34.09236919,-117.78681036,34.09180741,-117.77473966,3661,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2012/08/07,12.5,,,,37282.25390625,2747.05325424054
613,2025/07/10,01757.,A,CA,POC,BRACKETT FLD,LA VERNE,US,PU,PU,08R/26L,34.09171397,-117.79050475,34.09097127,-117.7745453,4840,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2012/08/07,26,,,,49292.92578125,3614.20533368042
614,2025/07/10,01764.1,A,CA,O24,LEE VINING,LEE VINING,US,PU,PU,15/33,37.96286058,-119.10790111,37.95261666,-119.10372122,3920,60,ASPH,GOOD,NONE,,,,,,LOW,OWNER,2015/10/14,30,,,,35208.52734375,3084.94012314964
615,2025/07/10,01767.12,A,CA,NLC,LEMOORE NAS (REEVES FLD),LEMOORE,US,MN,PR,14L/32R,36.36416388,-119.96070277,36.33028583,-119.94204672,13502,200,CONC,,NONE,51,R,C,W,T,HIGH,DOD (NGA),2013/09/13,,,,,387497.05078125,10395.6514671467
616,2025/07/10,01767.12,A,CA,NLC,LEMOORE NAS (REEVES FLD),LEMOORE,US,MN,PR,14R/32L,36.33596733,-119.96227227,36.30208961,-119.94362738,13501,200,CONC,,NONE,56,R,C,W,T,HIGH,DOD (NGA),2013/09/13,,,,,387199.1640625,10391.4087959618
617,2025/07/10,01772.,A,CA,LHM,LINCOLN RGNL/KARL HARDER FLD,LINCOLN,US,PU,PU,15/33,38.91713091,-121.35401319,38.90119425,-121.3486645,6001,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/08/25,30,60,,,92200.30078125,4790.92367794964
618,2025/07/10,01778.,A,CA,LLR,LITTLE RIVER,LITTLE RIVER,US,PU,PU,11/29,39.26646366,-123.76108733,39.25762091,-123.74645083,5249,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2009/12/17,60,200,400,,81452.7890625,4212.14932734481
619,2025/07/10,01778.19,A,CA,0CN2,SUTTER BUTTE DUSTERS,LIVE OAK,US,PR,PR,16/34,39.23204444,-121.68825,39.2252,-121.68828055,2493,31,ASPH,,NONE,,,,,,,OWNER,2016/11/15,,,,,11981.73828125,1991.56130590241
620,2025/07/10,01779.2,A,CA,LVK,LIVERMORE MUNI,LIVERMORE,US,PU,PU,07L/25R,37.69393702,-121.82940158,37.69379375,-121.81125013,5253,100,ASPH,EXCELLENT,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2009/11/10,45,90,,,78067.2109375,4118.68852857728
621,2025/07/10,01779.2,A,CA,LVK,LIVERMORE MUNI,LIVERMORE,US,PU,PU,07R/25L,37.69253152,-121.8250888,37.69245569,-121.81576125,2699,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2009/11/10,12.5,,,,30087.02734375,2134.73520285064
622,2025/07/10,01782.,A,CA,1O3,LODI,LODI,US,PR,PU,08/26,38.20312222,-121.2761,38.20271111,-121.26376666,3547,40,ASPH,GOOD,NONE,,,,,,LOW,ADO,2015/12/01,30,,,,21381.390625,2779.47021887258
623,2025/07/10,01782.,A,CA,1O3,LODI,LODI,US,PR,PU,12/30,38.2035,-121.270175,38.19968333,-121.265275,1979,25,ASPH,POOR,GRVD,,,,,,,ADO,2015/12/01,30,,,,7453.3125,1555.4337450126
624,2025/07/10,01782.1,A,CA,8CA8,WALLOM FLD,LODI,US,PR,PR,17/35,38.07214444,-121.20744444,38.06256944,-121.20774444,3488,50,ASPH,,NONE,,,,,,LOW,AVN,2003/05/06,,,,,26182.51953125,2747.23150712321
625,2025/07/10,01783.,A,CA,O20,KINGDON AIRPARK,LODI,US,PR,PU,12/30,38.09566138,-121.36299194,38.08809777,-121.35364083,3851,60,ASPH,POOR,NONE,,,,,,NSTD,,,,,,,34711.87109375,3031.89221523459
626,2025/07/10,01788.1,A,CA,VBG,VANDENBERG SPACE FORCE BASE,LOMPOC,US,MA,PR,12/30,34.75229102,-120.60148655,34.7223823,-120.56713858,15000,200,CONC,GOOD,NONE,48,R,B,W,T,HIGH,MILITARY,2017/12/05,,,,,413691.19140625,11290.2734947231
627,2025/07/10,01788.2,A,CA,LPC,LOMPOC,LOMPOC,US,PU,PU,07/25,34.665725,-120.47515,34.66551388,-120.45985555,4600,100,ASPH,EXCELLENT,NONE,,,,,,MED,ADO,2003/06/03,17,,,,63322.46875,3479.99420676312
628,2025/07/10,01791.,A,CA,O26,LONE PINE/DEATH VALLEY,LONE PINE,US,PU,PU,13/31,36.59214483,-118.05696008,36.58685544,-118.05213758,2391,90,DIRT,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2010/04/30,,,,,31060.39453125,1886.01269757472
629,2025/07/10,01791.,A,CA,O26,LONE PINE/DEATH VALLEY,LONE PINE,US,PU,PU,16/34,36.59370972,-118.04653888,36.58275694,-118.04605844,3991,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2010/04/30,8,,,,34566.15625,3084.36628758174
630,2025/07/10,01794.,A,CA,LGB,LONG BEACH (DAUGHERTY FLD),LONG BEACH,US,PU,PU,08L/26R,33.82276025,-118.16352438,33.82269883,-118.14313716,6192,150,ASPH,EXCELLENT,GRVD,,,,,,MED,3RD PARTY SURVEY,2016/01/13,120,239,411,946,125350.54296875,4649.4844640026
631,2025/07/10,01794.,A,CA,LGB,LONG BEACH (DAUGHERTY FLD),LONG BEACH,US,PU,PU,08R/26L,33.81389722,-118.16130277,33.81390555,-118.14840277,3918,100,ASPH,GOOD,NONE,,,,,,HIGH,STATE,2017/01/20,75,109,176,,52871.3984375,2945.67949061806
632,2025/07/10,01794.,A,CA,LGB,LONG BEACH (DAUGHERTY FLD),LONG BEACH,US,PU,PU,12/30,33.82620313,-118.16153461,33.80686677,-118.13814352,10000,200,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/01/13,120,250,550,1120,269866.18359375,7493.38055377421
633,2025/07/10,01796.,A,CA,SLI,LOS ALAMITOS AAF,LOS ALAMITOS,US,MR,PR,04L/22R,33.78530555,-118.06206277,33.79460638,-118.04614583,5901,150,PEM,,NONE,36,F,C,W,T,MED,MILITARY,2010/12/03,,,,,119404.96875,4442.24372643577
634,2025/07/10,01796.,A,CA,SLI,LOS ALAMITOS AAF,LOS ALAMITOS,US,MR,PR,04R/22L,33.78377944,-118.060225,33.79638833,-118.03865222,7999,200,ASPH-CONC,,NONE,36,R,C,W,T,HIGH,MILITARY,2010/12/03,,,,,215796.34375,6018.78932558918
635,2025/07/10,01818.,A,CA,LAX,LOS ANGELES INTL,LOS ANGELES,US,PU,PU,06L/24R,33.94911247,-118.43115986,33.95210391,-118.40194891,8926,150,ASPH-CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2010/03/23,120,203,383,880,181220.57421875,6663.48966096801
636,2025/07/10,01818.,A,CA,LAX,LOS ANGELES INTL,LOS ANGELES,US,PU,PU,06R/24L,33.94681577,-118.43466783,33.95046327,-118.399046,10885,150,CONC,GOOD,GRVD,,,,,,HIGH,OWNER,2015/05/19,120,250,550,1120,220987.31640625,8101.61667073973
637,2025/07/10,01818.,A,CA,LAX,LOS ANGELES INTL,LOS ANGELES,US,PU,PU,07L/25R,33.93555177,-118.42206486,33.93987788,-118.37977791,12923,150,CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2018/06/15,120,250,550,1110,262298.6328125,9596.63476482071
638,2025/07/10,01818.,A,CA,LAX,LOS ANGELES INTL,LOS ANGELES,US,PU,PU,07R/25L,33.93364938,-118.41901833,33.93736302,-118.38271391,11095,200,ASPH-CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2010/03/23,120,250,550,1120,300244.92578125,8291.4488996977
639,2025/07/10,01818.1,A,CA,WHP,WHITEMAN,LOS ANGELES,US,PU,PU,12/30,34.26352777,-118.417925,34.25501666,-118.40893055,4120,75,ASPH,GOOD,NONE,,,,,,MED,AVN,2003/04/19,12.5,,,,42137.33984375,3099.46119095893
640,2025/07/10,01839.,A,CA,LSN,LOS BANOS MUNI,LOS BANOS,US,PU,PU,14/32,37.06854191,-120.87279666,37.0592208,-120.86693463,3801,75,ASPH,POOR,NONE,,,,,,MED,3RD PARTY SURVEY,2008/06/11,23,,,,41664.921875,2967.05656397952
641,2025/07/10,01853.,A,CA,MAE,MADERA MUNI,MADERA,US,PU,PU,12/30,36.99398602,-120.11915922,36.98321436,-120.105741,5545,150,ASPH,FAIR,NONE,,,,,,MED,NGS,2006/03/07,30,,,,121329.48046875,4350.04782052559
642,2025/07/10,01857.,A,CA,MMH,MAMMOTH YOSEMITE,MAMMOTH LAKES,US,PU,PU,09/27,37.62716683,-118.85016188,37.6209248,-118.82731094,7000,100,ASPH,EXCELLENT,GRVD,,,,,,MED,3RD PARTY SURVEY,2008/10/03,85,150,,,103812.203125,5458.74627630071
643,2025/07/10,01860.,A,CA,OAR,MARINA MUNI,MARINA,US,PU,PU,11/29,36.68410936,-121.76665194,36.67894136,-121.75665502,3483,75,ASPH,GOOD,NONE,,,,,,MED,NGS,2009/04/11,20,50,,,37811.67578125,2705.16774296115
644,2025/07/10,01866.,A,CA,MPI,MARIPOSA-YOSEMITE,MARIPOSA,US,PU,PU,08/26,37.51163405,-120.04515536,37.51010658,-120.03392472,3305,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2017/01/06,12,,,,29327.72265625,2583.1086995757
645,2025/07/10,01866.4,A,CA,M45,ALPINE COUNTY,MARKLEEVILLE,US,PU,PU,17/35,38.74084155,-119.7665365,38.72867288,-119.76755227,4443,50,ASPH,POOR,NONE,,,,,,,NGS,2002/07/15,,,,,33955.57421875,3519.51112268467
